,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3180,ts83082,Living with Yourself,SHOW,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",2019,TV-MA,26,"['drama', 'scifi', 'comedy']",['US'],2.0,tt8880894,7.2,30624.0,9.447,6.8
3181,ts113842,Giri/Haji,SHOW,"A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.",2019,TV-MA,58,"['drama', 'thriller', 'crime']",['GB'],1.0,tt8001106,7.8,14008.0,14.215,7.7
3185,ts129445,The Spy,SHOW,Based on the life of Israeli spy Eli Cohen.,2019,TV-MA,53,"['drama', 'history']",['FR'],1.0,tt5952634,7.9,41237.0,16.993,7.6
3187,ts241486,Pokémon Journeys: The Series,SHOW,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon.",2020,TV-PG,22,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",['JP'],1.0,tt14033496,6.9,563.0,1.4,6.0
3191,ts237560,Jeffrey Epstein: Filthy Rich,SHOW,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,2020,TV-MA,57,"['documentation', 'crime']",['US'],1.0,tt12312250,7.1,23816.0,9.369,7.2
3192,ts269397,Bogdan Boner: Egzorcysta,SHOW,"No demon is safe as Bogdan Boner, the alcohol-loving, self-taught exorcist-for-hire, returns with more inventive, obscene and deadly deeds.",2020,TV-MA,12,"['animation', 'comedy']",['PL'],2.0,tt13624584,7.3,105.0,10.114,4.0
3194,ts105825,The Valhalla Murders,SHOW,Police profiler Arnar is sent back home from Oslo to his native Iceland to investigate the country's first serial killer case. He teams up with the local senior cop Kata.,2019,TV-MA,47,"['crime', 'drama', 'thriller', 'scifi']",['IS'],1.0,tt11073588,7.1,13467.0,11.145,6.8
3196,ts113506,The Last Czars,SHOW,A Chronicled look at the fall of the Romanov dynasty in Russia.,2019,TV-MA,45,"['romance', 'documentation', 'drama', 'history', 'war']",['GB'],1.0,tt7949606,7.3,8248.0,9.163,7.4
3199,ts89339,Selling Sunset,SHOW,The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.,2019,TV-MA,36,['reality'],['US'],5.0,tt9817298,6.4,6217.0,8.686,7.0
3200,ts88909,Glow Up: Britain's Next Make-Up Star,SHOW,"A talented cast of aspiring makeup artists live and work together as they attempt to prove their potential to industry professionals from a multitude of worlds from fashion to film. With regular eliminations, the challenges not only test their skills under pressure but also give them the opportunity to unleash their creative vision with jaw-dropping results.",2019,TV-14,54,['reality'],['GB'],4.0,tt9680524,6.8,2095.0,5.621,7.0
3201,ts103133,I Am Not Okay with This,SHOW,"Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her.",2020,TV-MA,21,"['drama', 'fantasy', 'scifi', 'comedy']",['US'],1.0,tt9446688,7.5,58674.0,27.985,8.2
3203,ts83491,WHAT / IF,SHOW,"In this neo-noir thriller series, a pair of cash-strapped newlyweds accept a lucrative but morally dubious offer from a mysterious female benefactor.",2019,TV-MA,54,"['drama', 'thriller', 'romance']",['US'],1.0,tt20873518,6.3,15243.0,19.664,6.6
3205,ts281928,Unsolved Mysteries,SHOW,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020,TV-MA,49,"['documentation', 'drama', 'thriller', 'crime']",['US'],2.0,tt9642938,7.3,9492.0,18.654,7.8
3207,ts223981,Cheer,SHOW,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.",2020,TV-MA,56,"['documentation', 'sport', 'reality']",['US'],2.0,tt11426660,8.1,6271.0,8.36,7.4
3208,ts89014,DC Super Hero Girls,SHOW,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.",2019,TV-PG,10,"['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy', 'drama']",['US'],2.0,tt9628244,7.1,1282.0,12.626,8.2
3209,ts83657,The Order,SHOW,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",2019,TV-MA,48,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],2.0,tt8295472,6.7,27943.0,27.883,7.9
3212,ts250997,Down to Earth with Zac Efron,SHOW,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",2020,TV-PG,39,"['documentation', 'history', 'reality']",['US'],1.0,tt12585152,8.0,6586.0,17.742,7.8
3214,ts215012,Kipo and the Age of Wonderbeasts,SHOW,A girl explores the possibilities in a post-apocalyptic world.,2020,TV-Y7,23,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],3.0,tt10482560,8.3,5618.0,24.191,8.4
3216,ts103329,Ghost in the Shell: SAC_2045,SHOW,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",2020,TV-14,25,"['scifi', 'action', 'animation', 'crime', 'drama', 'thriller']",['JP'],2.0,tt9466298,6.2,2397.0,11.482,6.5
3218,ts215683,The Untamed,SHOW,"In a land dominated by the mighty Wen clan, a young man named Wei Wuxian strikes up an unconventional friendship with justice-loving Lan Wangji. When the duo unexpectedly stumbles across evidence implicating the Wen clan’s chief in a plot to bring mayhem to the inhabitants of their land, Wei Wuxian and Lan Wangji decide to intervene. However, the pair’s attempts to foil the Wen clan boss’s wicked plans go wrong. In the confusion that follows, Wei Wuxian disappears – with many fearing the worst for him. Sixteen years later, Wei Wuxian returns out of the blue. He is soon reunited with Lan Wangji, just as a spate of mysterious murders has broken out. The duo joins forces once more to investigate, determined not to fail this time… Can the pair get to the bottom of the intrigue? Will they solve the murder cases? And just who is the dastardly secret figure pulling the strings behind the evildoings now blighting the land?",2019,TV-14,44,"['action', 'drama', 'thriller', 'romance', 'comedy', 'fantasy', 'horror']",['CN'],1.0,tt10554898,8.8,6181.0,30.895,8.5
3220,ts236531,Too Hot to Handle,SHOW,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",2020,TV-MA,42,"['reality', 'romance']",['US'],3.0,tt12004280,4.6,12230.0,20.633,6.8
3224,ts80709,Another Life,SHOW,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",2019,TV-MA,42,"['scifi', 'drama', 'thriller']",['US'],2.0,tt8369840,5.2,35536.0,56.037,6.1
3225,ts256007,Love & Anarchy,SHOW,A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.,2020,TV-MA,31,"['comedy', 'drama', 'romance']",['SE'],2.0,tt10888876,7.4,7896.0,13.59,7.3
3226,ts86908,L.A.'s Finest,SHOW,"Syd Burnett has left her complicated past behind to become an LAPD detective. Paired with a new partner, Nancy McKenna, a working mom with an equally complex past, Syd is pushed to examine whether her unapologetic lifestyle might be masking a greater personal secret. These two women don't agree on much, but they find common ground when it comes to taking on the most dangerous criminals in Los Angeles.",2019,TV-14,47,"['crime', 'drama', 'action', 'comedy', 'thriller']",['US'],2.0,tt7555294,6.1,7000.0,21.788,7.3
3228,ts227305,Tiger King,SHOW,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,2020,TV-MA,44,"['documentation', 'crime']",['US'],2.0,tt11823076,7.5,77790.0,9.63,7.0
3230,ts88469,Undercover,SHOW,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,2019,TV-MA,49,"['drama', 'crime', 'thriller']",['BE'],3.0,tt7263154,7.8,17005.0,17.659,8.0
3236,ts284800,Criminal: UK,SHOW,"Within the walls of an interrogation room, London investigators question suspects accused of grievous crimes until the truth comes to light.",2019,TV-MA,44,"['crime', 'drama', 'thriller']",['GB'],2.0,tt9860676,7.6,18213.0,12.302,7.429
3239,ts88262,Traitors,SHOW,1945 London. Feef is seduced by a rogue American spy into spying on her own country. Her task? To uncover a Russian agent in the heart of the British Government.,2019,TV-MA,51,"['war', 'drama', 'thriller', 'history']",['GB'],1.0,tt7371896,6.6,3130.0,4.526,6.8
3240,ts286390,Merli: Dare to Know,SHOW,"It follows the story of Pol Rubio, Merlin Bergeron's favorite student, from the ""Merlin"" TV series. Pol follows in the footsteps of his former professor and begins his Philosophy career at the University of Barcelona. Pol will meet new friends, new colleagues and new teachers, new conflicts, his complicated family and his new relationship with Bruno. In this new stage, the meeting with María Bolaño will be key, an acid teacher who will see the great potential of Pol and will mark him definitively. Bolaño constantly pressures Pol, forcing him to let go of his posh attitude and face his new life in an adult way.",2019,TV-MA,48,"['comedy', 'drama']",['ES'],2.0,tt9415632,7.6,1868.0,52.228,8.4
3241,ts224907,Backstreet Rookie,SHOW,"It tells an unpredictable 24-hour love story of the four-dimensional innocent girl Jung Saet Byeol who was once a troublemaker and the adorkable caring male store manager, Choi Dae Hyun, in the context of a convenience store. They have met each other accidentally 4 years ago, back then Saet Byeol asked Dae Hyun to buy cigarettes for them. Until now, Saet Byeol comes to the convenience store Dae Hyun runs for a part-time job, their hilarious romantic story starts.",2020,TV-14,62,"['drama', 'comedy', 'romance', 'action']",['KR'],1.0,tt12516712,7.4,2216.0,29.819,7.5
3242,ts161737,Dare Me,SHOW,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.,2019,TV-MA,43,"['thriller', 'crime', 'drama', 'reality']",['US'],1.0,tt2983222,6.6,5254.0,15.001,7.9
3244,ts187541,Hotel Del Luna,SHOW,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2019,TV-14,80,"['romance', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'scifi']",['KR'],1.0,tt10220588,8.2,8405.0,32.042,8.7
3247,ts88283,Wu Assassins,SHOW,"The last in a line of Chosen Ones, a wannabe chef teams up with a homicide detective to unravel an ancient mystery and take down supernatural assassins.",2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1.0,tt8652642,6.4,12921.0,15.475,7.3
3252,ts105047,To the Lake,SHOW,A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.,2019,TV-MA,51,"['thriller', 'drama', 'scifi']",['RU'],2.0,tt9151230,7.2,12713.0,13.757,7.5
3255,ts215691,Teenage Bounty Hunters,SHOW,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",2020,TV-MA,49,"['comedy', 'drama', 'action', 'crime']",['US'],1.0,tt10584608,7.6,11426.0,16.492,7.9
3257,ts90729,Away,SHOW,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",2020,TV-14,50,"['drama', 'scifi', 'romance']",['US'],1.0,tt8787802,6.6,23787.0,16.426,6.8
3260,ts242820,Floor is Lava,SHOW,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.",2020,TV-Y7,31,['reality'],['US'],2.0,tt12370124,5.3,2429.0,9.617,7.8
3261,ts288350,Julie and the Phantoms,SHOW,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,2020,TV-G,2,"['scifi', 'fantasy', 'music', 'comedy', 'drama', 'family', 'documentation']",['US'],1.0,tt14337216,8.4,9725.0,13.926,8.584
3264,ts89744,How to Sell Drugs Online (Fast),SHOW,"How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, they’re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",2019,TV-MA,32,"['comedy', 'crime', 'drama', 'romance']",['DE'],3.0,tt9184994,7.9,31516.0,26.381,8.3
3265,ts82361,Ultraman,SHOW,"Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.",2019,TV-14,24,"['animation', 'action', 'scifi', 'fantasy', 'drama']",['JP'],3.0,tt8699270,6.8,2089.0,30.084,7.1
3268,ts250801,Dark Desire,SHOW,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",2020,TV-MA,34,"['thriller', 'drama']",['MX'],2.0,tt12540080,6.5,7420.0,122.06,7.3
3270,ts223986,The Circle,SHOW,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",2020,TV-MA,52,['reality'],['US'],5.0,tt9581768,7.2,6901.0,7.905,7.7
3272,ts216522,BEASTARS,SHOW,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",2019,TV-MA,23,"['animation', 'drama', 'crime', 'fantasy', 'romance', 'thriller']",['JP'],2.0,tt11043632,7.7,9782.0,66.572,8.7
3273,ts82851,Messiah,SHOW,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,2020,TV-MA,45,"['drama', 'thriller']",['US'],1.0,tt7671598,7.6,42667.0,19.659,7.4
3275,ts252758,Get Organized with The Home Edit,SHOW,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",2020,TV-PG,42,['reality'],['US'],2.0,tt10834478,5.4,1506.0,6.857,6.7
3276,ts84993,Daybreak,SHOW,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2019,TV-MA,47,"['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller']",['US'],1.0,tt12374132,6.6,19654.0,18.304,7.3
3277,ts224859,The Pharmacist,SHOW,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",2020,TV-MA,54,"['documentation', 'crime']",['US'],1.0,tt11600174,7.7,7261.0,3.063,8.4
3282,ts269690,Schulz Saves America,SHOW,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,2020,TV-MA,17,['comedy'],['US'],1.0,tt13607518,7.3,1086.0,1.4,7.3
3285,ts88699,Northern Rescue,SHOW,"After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.",2019,TV-14,44,"['drama', 'family']",['CA'],1.0,tt8462412,6.9,4202.0,9.477,7.0
3286,ts223240,Itaewon Class,SHOW,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",2020,TV-MA,70,"['drama', 'romance']",['KR'],1.0,tt11239552,8.2,12780.0,36.591,8.5
3293,ts88151,Quicksand,SHOW,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1.0,tt8686106,7.5,21276.0,16.469,7.3
3299,ts225101,Start-Up,SHOW,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,2020,TV-14,80,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12867810,8.1,9697.0,32.075,8.4
3300,ts79695,Sintonia,SHOW,"Told through three different characters' perspectives, the story of Sintonia explores the interconnection of the music, drug traffic, and religion in São Paulo. In the quest to be somebody, many paths will converge.",2019,TV-MA,44,"['drama', 'crime', 'music']",['BR'],3.0,tt8165086,6.6,1172.0,42.611,8.2
3302,ts223404,It's Okay to Not Be Okay,SHOW,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected—a woman who writes fairy tales but doesn’t believe in them.",2020,TV-MA,76,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12451520,8.6,22346.0,50.095,8.6
3303,ts89075,Her Private Life,SHOW,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",2019,TV-14,75,"['comedy', 'drama', 'romance']",['KR'],2.0,tt9899340,7.7,3826.0,14.707,7.933
3307,ts236747,Middleditch & Schwartz,SHOW,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,2020,TV-MA,51,['comedy'],['US'],1.0,tt12027034,8.6,5310.0,2.329,8.0
3310,ts90019,Bonding,SHOW,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,2019,TV-MA,17,"['drama', 'comedy']",['US'],2.0,tt7718088,7.1,16027.0,19.49,7.4
3313,ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,"A unique look inside the mind of an infamous serial killer with this cinematic self-portrait crafted from statements made by Ted Bundy, including present-day interviews, archival footage and audio recordings from death row.",2019,TV-MA,59,"['documentation', 'crime', 'history']",['US'],1.0,tt8463172,7.8,27439.0,14.137,7.6
3317,ts250912,Fear City: New York vs The Mafia,SHOW,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",2020,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt12588372,7.1,7354.0,10.282,6.9
3318,ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,"This three-part documentary tells Bill Gates’ life story, in-depth and unfiltered, as he pursues unique solutions to some of the world’s most complex problems.",2019,TV-14,53,['documentation'],['US'],1.0,tt10837476,7.9,10892.0,6.426,7.5
3321,ts268560,The Uncanny Counter,SHOW,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020,TV-14,64,"['drama', 'thriller', 'action', 'fantasy', 'horror']",['KR'],1.0,tt13273826,8.1,6033.0,28.255,8.8
3322,ts306090,GREAT PRETENDER,SHOW,"Supposedly Japan’s greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",2020,TV-MA,23,"['drama', 'action', 'animation', 'comedy', 'crime']",['JP'],1.0,tt11680468,7.9,4902.0,13.641,7.6
3327,ts105542,The Baker and the Beauty,SHOW,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.,2020,TV-14,32,"['comedy', 'drama', 'romance']",['US'],1.0,tt9164986,7.3,4270.0,8.545,8.1
3328,ts83107,V Wars,SHOW,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1.0,tt7403736,6.0,13745.0,19.7,7.7
3329,ts251782,High Score,SHOW,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2020,TV-14,42,"['documentation', 'history']",['US'],1.0,tt12759400,7.4,7912.0,13.282,7.6
3332,ts88721,Special,SHOW,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,2019,TV-MA,22,"['comedy', 'drama']",['US'],2.0,tt9381622,7.6,9434.0,6.88,6.7
3333,ts89347,Street Food,SHOW,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,2019,TV-G,31,['documentation'],['US'],2.0,tt10050778,7.9,2760.0,4.101,7.9
3334,ts236091,Oh My Baby,SHOW,A 39-year-old single woman who wants to have a child without getting married. She has three men in her radar and has trouble choosing between them. They walk into her life when she’s already hopeless about love and marriage.,2020,TV-14,68,"['comedy', 'family', 'drama', 'romance']",['KR'],1.0,tt12324660,7.2,213.0,4.131,7.0
3337,ts89747,High Seas,SHOW,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,2019,TV-MA,42,"['crime', 'drama', 'comedy']",['ES'],4.0,tt8961508,6.8,7359.0,20.911,7.0
3338,ts81646,Chambers,SHOW,"Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1.0,tt7949204,6.4,8455.0,13.586,6.8
3340,ts108392,The Letter for the King,SHOW,"Tiuri, a teenage squire, answers a call for help that sends him on a perilous mission across the three kingdoms to deliver a secret letter to the King.",2020,TV-PG,47,"['action', 'family', 'fantasy', 'scifi']",['GB'],1.0,tt8741648,5.9,7468.0,8.039,7.1
3344,ts222455,The Devil Next Door,SHOW,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",2019,TV-MA,46,"['crime', 'documentation', 'history']","['US', 'IL']",1.0,tt11165002,7.6,13370.0,6.571,7.2
3347,ts106536,White Lines,SHOW,"A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.",2020,TV-MA,55,"['drama', 'thriller', 'crime']",['GB'],1.0,tt9073958,6.6,16768.0,14.393,6.8
3349,ts84586,Spinning Out,SHOW,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",2020,TV-MA,49,"['drama', 'sport']",['US'],1.0,tt9117054,7.6,14066.0,14.067,8.1
3350,ts89251,Tales of the City,SHOW,"Mary Ann returns to present-day San Francisco and is reunited with her daughter and ex-husband, twenty years after leaving them behind to pursue her career.  Fleeing the midlife crisis that her picture-perfect Connecticut life created, Mary Ann is quickly drawn back into the orbit of Anna Madrigal, her chosen family and a new generation of queer young residents living at 28 Barbary Lane.",2019,TV-MA,56,['drama'],['US'],1.0,tt7087260,7.4,7930.0,10.445,7.5
3351,ts90937,Stateless,SHOW,"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",2020,TV-14,53,['drama'],['AU'],1.0,tt4878488,7.5,9327.0,8.085,6.8
3352,ts86978,Power Rangers Beast Morphers,SHOW,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",2019,TV-Y7,22,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']",['ES'],2.0,tt8022978,6.5,602.0,1.802,9.7
3355,ts87471,Darwin's Game,SHOW,"Sudou Kaname, an ordinary high school student, receives an invitation email to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",2020,TV-14,25,"['action', 'scifi', 'animation', 'thriller', 'drama']",['JP'],1.0,tt11405390,7.2,2440.0,14.208,7.86
3357,ts86946,Osmosis,SHOW,"In Paris of the near future, a dating app matches singles with their soul mates by mining their brain data. But decoding true love comes at a price.",2019,TV-MA,42,"['drama', 'scifi', 'romance']",['FR'],1.0,tt7043380,5.7,3041.0,8.783,5.9
3358,ts86726,Tidying Up with Marie Kondo,SHOW,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.",2019,TV-PG,40,['reality'],['US'],1.0,tt8115560,6.6,3568.0,4.47,6.8
3367,ts243036,Selena: The Series,SHOW,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",2020,TV-PG,38,"['drama', 'music']",['US'],2.0,tt9421868,6.9,4505.0,45.91,7.5
3369,ts271247,LEGO City Adventures,SHOW,"Welcome to LEGO City, a modern metropolis filled with the fiercest firefighters, the cream of the crop cops, and so many Blockheads. Every citizen will assemble together for the most awesomely awesome adventures.",2019,TV-Y7,13,"['animation', 'action', 'comedy', 'family']",['US'],4.0,tt10332322,6.7,194.0,7.24,7.4
3370,ts255926,Dash & Lily,SHOW,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,TV-14,25,"['drama', 'comedy', 'romance']",['US'],1.0,tt1758589,7.5,16978.0,16.738,8.2
3372,ts76382,Carmen Sandiego,SHOW,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",2019,TV-Y7,25,"['animation', 'action', 'thriller', 'family']",['US'],4.0,tt7042146,7.9,5744.0,16.916,8.1
3373,ts89282,Toy Boy,SHOW,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",2019,TV-MA,61,"['drama', 'thriller', 'crime', 'action']",['ES'],2.0,tt8693266,6.5,7526.0,23.996,7.7
3377,ts321758,Vagabond,SHOW,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",2019,TV-MA,63,"['drama', 'thriller', 'romance', 'action']",['KR'],1.0,tt8523042,8.2,7982.0,29.264,8.475
3382,ts256309,Aunty Donna's Big Ol House of Fun,SHOW,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",2020,TV-MA,20,['comedy'],['AU'],1.0,tt13316746,7.9,6318.0,4.316,7.5
3383,ts219080,Caliphate,SHOW,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",2020,TV-MA,48,"['drama', 'war', 'thriller', 'crime']",['SE'],1.0,tt11398870,8.2,18134.0,12.662,7.3
3384,ts256764,Heaven Official's Blessing,SHOW,"Xie Lian, the crown prince of Xian Le Kingdom, successfully ascends to Heaven during his third trial in spite of successive demotions. However, he accidentally breaks the Gold Palace of heavenly officials. With no human worshiping him, Xie Lian has to descend to the secular world to exorcise ghosts, which may help him sustain his divinity.",2020,TV-14,24,"['scifi', 'drama', 'action', 'animation']","['CN', 'US']",1.0,tt13375866,8.2,1475.0,7.437,8.6
3389,ts223308,Astronomy Club: The Sketch Show,SHOW,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019,TV-MA,20,['comedy'],['US'],1.0,tt10675488,6.9,598.0,1.4,7.2
3393,ts215178,Grand Army,SHOW,"The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.",2020,TV-MA,52,['drama'],['US'],1.0,tt10473150,7.4,6723.0,9.697,8.0
3394,ts213820,Next in Fashion,SHOW,"18 budding fashion designers compete for a $250,000 prize and the opportunity to launch a clothing line with Net-a-Porter.",2020,TV-14,50,['reality'],['US'],1.0,tt10394770,7.3,3646.0,4.72,8.0
3395,ts89326,Persona,SHOW,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,2019,TV-MA,22,['drama'],['KR'],2.0,tt10027990,6.6,1196.0,5.056,6.5
